"team","age","height","weight","gp","pts","reb","ast","net_rating","oreb_pct","dreb_pct","usg_pct","ts_pct","ast_pct"
"PHX","Young","Tall","Heavy","21","Low","Low","Low","Negative","High","Medium","Medium","Solid","Low"
"UTA","Veteran","Tall","Medium","62","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"SAC","Prime","Medium","Light","58","Low","Low","Low","Negative","Low","Low","Low","Solid","Low"
"LAC","Prime","Tall","Medium","32","Medium","Medium","Low","Average","Medium","High","Medium","LowEff","Low"
"NOH","Prime","Short","Light","80","Medium","Low","High","Positive","Low","Medium","Medium","Solid","High"
"SAS","Prime","Medium","Light","41","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"DET","Prime","Tall","Medium","57","Low","Low","Low","Average","High","High","Medium","Solid","Low"
"CLE","Young","Medium","Medium","44","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"HOU","Prime","Medium","Medium","74","Low","Medium","Low","Positive","High","High","Low","Solid","Medium"
"DAL","Prime","Medium","Light","69","Low","Low","Low","Average","Low","Low","Medium","LowEff","Low"
"MIL","Veteran","Medium","Medium","67","Low","Low","Low","Average","Low","Medium","High","Solid","Medium"
"HOU","Prime","Medium","Light","81","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"LAC","Prime","Medium","Medium","48","Low","Low","Low","Negative","Medium","Medium","Medium","Solid","Low"
"CHA","Young","Short","Light","82","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"NOH","Prime","Tall","Medium","41","Low","Low","Low","Negative","High","Medium","Low","LowEff","Low"
"CHA","Young","Medium","Medium","47","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"DET","Young","Medium","Medium","22","Low","Low","Low","Average","Low","Low","Medium","LowEff","Low"
"OKC","Young","Medium","Medium","43","Low","Low","Low","Positive","Low","Medium","Low","Elite","Low"
"IND","Prime","Medium","Medium","45","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"ATL","Veteran","Medium","Medium","52","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"NJN","Young","Medium","Medium","25","Low","Low","Low","Average","Low","High","Low","LowEff","Low"
"NJN","Veteran","Tall","Medium","42","Low","Low","Low","Negative","High","Medium","Low","LowEff","Low"
"CLE","Prime","Medium","Light","67","Low","Low","Low","Negative","Low","Low","Medium","Solid","Medium"
"ORL","Prime","Medium","Light","51","Low","Low","Low","Average","Low","Low","Low","LowEff","High"
"MIL","Young","Medium","Medium","44","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Low"
"MIA","Prime","Tall","Medium","77","Medium","Medium","Low","Positive","Medium","Medium","Medium","Solid","Low"
"DEN","Veteran","Tall","Medium","45","Low","Low","Low","Positive","High","High","Low","Elite","Low"
"MIL","Young","Medium","Light","63","Medium","Low","Medium","Average","Low","Medium","Medium","LowEff","High"
"POR","Prime","Medium","Medium","47","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"IND","Prime","Medium","Medium","67","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"DAL","Veteran","Tall","Medium","72","Low","Low","Low","Average","High","High","Low","Solid","Low"
"DAL","Veteran","Medium","Medium","56","Low","Low","Low","Average","Low","Low","Low","Elite","Low"
"LAC","Prime","Medium","Medium","40","Low","Low","Low","Negative","Low","High","Medium","Solid","Low"
"NJN","Young","Tall","Medium","82","Medium","Medium","Low","Negative","Medium","Medium","High","Solid","Low"
"CHI","Prime","Medium","Light","82","Low","Low","Low","Positive","Low","Low","Medium","LowEff","High"
"DEN","Young","Tall","Medium","62","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"UTA","Young","Medium","Medium","78","Medium","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"BOS","Veteran","Medium","Light","64","Low","Low","Low","Positive","Low","Low","Low","Solid","Medium"
"CHI","Prime","Medium","Medium","59","Medium","Medium","Low","Positive","Medium","High","High","Solid","Medium"
"MIL","Prime","Medium","Medium","49","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"NYK","Prime","Medium","Medium","77","High","Medium","Low","Average","Low","Medium","High","Solid","Medium"
"DAL","Veteran","Medium","Medium","29","Medium","Low","Low","Positive","Low","Medium","High","Solid","Low"
"WAS","Prime","Medium","Medium","52","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"PHX","Prime","Tall","Medium","77","Medium","Medium","Low","Average","Low","High","Low","Solid","Low"
"DET","Prime","Tall","Medium","76","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Low"
"HOU","Young","Medium","Medium","78","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"NYK","Veteran","Medium","Medium","72","Medium","Low","Medium","Average","Low","Low","Medium","Elite","High"
"NOH","Prime","Medium","Medium","76","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"IND","Prime","Medium","Medium","79","Medium","Low","Low","Average","Low","Medium","High","Solid","Medium"
"CHA","Young","Medium","Medium","78","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"SAC","Young","Tall","Medium","69","Low","Low","Low","Average","Low","Low","Medium","LowEff","Low"
"GSW","Prime","Medium","Medium","82","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"MIL","Prime","Tall","Medium","35","Low","Medium","Low","Average","Medium","High","Medium","LowEff","Medium"
"ORL","Prime","Tall","Medium","78","Medium","High","Low","Positive","High","High","High","Elite","Low"
"MIA","Prime","Medium","Medium","76","High","Medium","Medium","Positive","Medium","Medium","High","Solid","Medium"
"POR","Prime","Tall","Medium","21","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"MIL","Veteran","Short","Light","57","Low","Low","Low","Average","Low","Low","Medium","Solid","High"
"ORL","Young","Tall","Medium","42","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"UTA","Veteran","Medium","Light","80","Low","Low","Low","Average","Low","Medium","Low","LowEff","High"
"TOR","Young","Tall","Medium","65","Low","Medium","Low","Negative","High","High","Low","Solid","Low"
"MIA","Veteran","Medium","Light","56","Low","Low","Low","Positive","Low","Low","Low","Solid","Medium"
"CHA","Veteran","Medium","Medium","31","Low","Low","Low","Average","Low","Low","Low","LowEff","Low"
"PHI","Veteran","Medium","Medium","81","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Low"
"NOH","Prime","Tall","Medium","72","Low","Medium","Low","Average","High","High","Low","Solid","Low"
"LAC","Young","Medium","Light","81","Low","Low","Low","Negative","Low","Low","Low","LowEff","High"
"LAC","Young","Medium","Medium","56","Medium","Low","Medium","Average","Low","Low","High","Solid","Medium"
"OKC","Young","Medium","Light","82","Low","Low","Low","Positive","Low","Low","Low","LowEff","High"
"MIA","Veteran","Tall","Medium","51","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"MIL","Young","Tall","Medium","60","Low","Medium","Low","Average","Medium","High","Medium","LowEff","Low"
"PHI","Young","Medium","Medium","78","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"HOU","Prime","Short","Medium","75","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"GSW","Young","Tall","Medium","58","Low","Low","Low","Positive","Medium","Medium","Low","LowEff","Low"
"CHA","Prime","Medium","Medium","52","Low","Low","Low","Negative","Medium","High","Low","LowEff","Low"
"MIN","Prime","Tall","Heavy","69","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"SAC","Prime","Medium","Medium","59","Low","Low","Low","Negative","High","Medium","Low","Solid","Low"
"MEM","Young","Medium","Medium","80","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"IND","Young","Short","Light","79","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"NOH","Veteran","Tall","Medium","40","Low","Low","Low","Average","Medium","High","Medium","LowEff","Low"
"GSW","Prime","Medium","Medium","73","Medium","Medium","Low","Average","Medium","High","Medium","Solid","Medium"
"NOH","Prime","Medium","Medium","70","Medium","Medium","Low","Average","Medium","Medium","High","Solid","Medium"
"LAC","Young","Tall","Medium","80","Low","Medium","Low","Average","High","High","Low","Elite","Low"
"SAS","Young","Medium","Medium","81","Low","Medium","Low","Positive","High","High","Medium","Solid","Low"
"TOR","Young","Medium","Medium","82","Medium","Low","Low","Negative","Low","Medium","Medium","Solid","Low"
"DAL","Veteran","Tall","Medium","73","Medium","Medium","Low","Positive","Low","High","High","Elite","Medium"
"SAC","Young","Tall","Medium","81","Medium","Medium","Low","Negative","High","High","High","LowEff","Medium"
"DAL","Prime","Medium","Medium","72","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"BOS","Prime","Medium","Light","24","Low","Low","Low","Negative","Low","Low","Low","Solid","High"
"LAL","Veteran","Medium","Medium","82","Low","Low","Low","Positive","Low","Low","Low","LowEff","Medium"
"NJN","Prime","Medium","Medium","65","Medium","Low","High","Average","Low","Medium","High","Solid","High"
"NYK","Young","Medium","Medium","49","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"LAL","Young","Medium","Heavy","41","Low","Low","Low","Negative","High","Medium","Medium","Solid","Low"
"UTA","Young","Tall","Medium","78","Low","Low","Low","Negative","High","Medium","Low","Solid","Low"
"CHI","Young","Medium","Light","81","High","Low","Medium","Positive","Low","Low","High","Solid","High"
"LAL","Young","Medium","Medium","20","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"UTA","Prime","Medium","Light","71","Medium","Low","Medium","Negative","Low","Low","Medium","Solid","High"
"POR","Prime","Tall","Medium","81","Medium","Medium","Low","Average","High","Medium","High","Solid","Low"
"PHX","Veteran","Medium","Light","75","Medium","Low","High","Average","Low","Low","Medium","Elite","High"
"NJN","Prime","Medium","Light","24","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"IND","Prime","Short","Light","41","Low","Low","Low","Average","Low","Low","Medium","LowEff","High"
"CHI","Prime","Medium","Medium","80","Low","Medium","Low","Positive","High","Medium","Low","LowEff","Low"
"DET","Veteran","Medium","Medium","78","Medium","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"HOU","Young","Medium","Medium","21","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"OKC","Prime","Medium","Medium","79","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"PHI","Young","Medium","Medium","82","Medium","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"SAS","Prime","Tall","Medium","60","Low","Low","Low","Average","High","High","Low","Solid","Low"
"SAS","Veteran","Tall","Medium","76","Medium","Medium","Low","Positive","Medium","High","Medium","Solid","Medium"
"DEN","Young","Tall","Medium","45","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"NYK","Prime","Medium","Light","81","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"MEM","Prime","Medium","Medium","72","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Medium"
"PHI","Veteran","Tall","Medium","38","Low","Low","Low","Average","Low","High","Low","LowEff","Low"
"SAS","Prime","Medium","Light","78","Medium","Low","Medium","Positive","Low","Low","High","Solid","High"
"DET","Veteran","Medium","Medium","72","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"NJN","Prime","Medium","Medium","82","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"NOH","Prime","Medium","Medium","75","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"WAS","Young","Medium","Medium","65","Low","Low","Low","Negative","High","Medium","Low","Solid","Low"
"WAS","Young","Tall","Medium","64","Medium","Medium","Low","Negative","Medium","Medium","High","LowEff","Medium"
"PHI","Prime","Medium","Medium","67","Medium","Medium","Medium","Average","Low","Medium","Medium","Solid","High"
"LAL","Veteran","Medium","Light","79","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"POR","Veteran","Medium","Light","81","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"CHA","Veteran","Medium","Medium","67","Medium","Low","Low","Average","Low","Medium","High","LowEff","Medium"
"GSW","Young","Medium","Light","74","Medium","Low","Medium","Average","Low","Medium","Medium","Solid","High"
"LAC","Prime","Medium","Medium","76","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"CLE","Prime","Tall","Medium","70","Low","Low","Low","Negative","Medium","Medium","Low","Elite","Low"
"MEM","Prime","Medium","Medium","78","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"CLE","Young","Medium","Medium","37","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"SAC","Veteran","Tall","Medium","80","Low","Medium","Low","Average","High","High","Low","LowEff","Low"
"BOS","Prime","Medium","Medium","31","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"NJN","Prime","Medium","Medium","67","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"POR","Veteran","Tall","Medium","29","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"MIN","Prime","Short","Light","37","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"CLE","Young","Tall","Medium","41","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"OKC","Young","Tall","Medium","82","Low","Medium","Low","Average","High","High","Low","Solid","Low"
"MEM","Veteran","Medium","Medium","82","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"LAL","Prime","Medium","Medium","82","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"BOS","Veteran","Tall","Heavy","37","Low","Low","Low","Positive","Medium","High","Medium","Elite","Low"
"CHA","Prime","Medium","Light","73","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"DAL","Veteran","Medium","Medium","80","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Low"
"NYK","Prime","Medium","Medium","64","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"NYK","Prime","Medium","Medium","59","Low","Low","Low","Average","High","High","Low","Solid","Low"
"CHA","Young","Short","Medium","20","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"IND","Prime","Tall","Medium","39","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"TOR","Young","Medium","Light","59","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"PHI","Young","Tall","Medium","81","Low","Medium","Low","Average","Medium","High","Medium","LowEff","Medium"
"NJN","Prime","Medium","Medium","59","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"TOR","Prime","Tall","Medium","66","Medium","Low","Low","Negative","Low","Medium","High","Solid","Low"
"UTA","Prime","Medium","Medium","64","Low","Low","Low","Average","Medium","Medium","Low","Solid","Medium"
"PHI","Veteran","Medium","Medium","54","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"PHX","Veteran","Medium","Medium","73","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"GSW","Prime","Tall","Medium","74","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"BOS","Prime","Medium","Medium","58","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"MIN","Young","Medium","Light","62","Low","Low","Low","Negative","Low","Low","Low","LowEff","Low"
"MIN","Young","Medium","Medium","79","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"POR","Young","Medium","Medium","82","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"DET","Prime","Short","Light","61","Low","Low","Low","Negative","Low","Low","Medium","Solid","High"
"NOH","Prime","Medium","Light","77","Low","Low","Low","Average","Low","Low","Medium","LowEff","Low"
"DEN","Young","Medium","Medium","72","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Low"
"MEM","Young","Medium","Medium","38","Low","Low","Low","Negative","Low","Low","Low","LowEff","Low"
"WAS","Young","Tall","Medium","63","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"PHX","Prime","Medium","Light","24","Low","Low","Low","Average","Low","Low","High","LowEff","High"
"MEM","Prime","Medium","Medium","75","Medium","High","Low","Average","High","High","Medium","Solid","Low"
"ATL","Prime","Tall","Heavy","79","Low","Low","Low","Negative","High","High","Low","Solid","Low"
"MIA","Veteran","Tall","Medium","72","Low","Low","Low","Positive","High","Medium","Low","Solid","Low"
"HOU","Veteran","Tall","Medium","60","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"CHA","Prime","Medium","Medium","82","Low","Low","Medium","Average","Low","Medium","Low","Solid","Medium"
"LAC","Young","Tall","Medium","82","Medium","High","Low","Average","High","High","High","Solid","Medium"
"SAC","Prime","Medium","Medium","79","Medium","Low","Medium","Negative","Low","Low","Low","Solid","Medium"
"DAL","Prime","Tall","Medium","74","Low","Medium","Low","Positive","High","High","Low","Elite","Low"
"CHA","Young","Tall","Medium","41","Low","Medium","Low","Average","Medium","High","Medium","Solid","Low"
"SAC","Young","Medium","Medium","57","Medium","Low","Medium","Negative","Low","Medium","High","LowEff","High"
"IND","Prime","Medium","Medium","70","Low","Low","Low","Average","High","Medium","Medium","Solid","Low"
"MIL","Prime","Tall","Medium","65","Medium","High","Low","Average","Medium","High","Medium","LowEff","Medium"
"LAL","Young","Tall","Heavy","54","Low","Medium","Low","Positive","High","High","Low","Elite","Low"
"GSW","Prime","Tall","Medium","59","Low","Medium","Low","Negative","High","High","Low","Solid","Low"
"CLE","Veteran","Medium","Medium","56","Medium","Medium","Low","Negative","Low","Medium","High","LowEff","Low"
"NYK","Veteran","Medium","Light","33","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"NJN","Prime","Medium","Medium","58","Medium","Low","Low","Average","Low","Low","Low","Solid","Low"
"CLE","Veteran","Medium","Medium","72","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"MIN","Young","Tall","Medium","40","Low","Low","Low","Negative","Medium","High","High","LowEff","Medium"
"MIN","Prime","Medium","Medium","65","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"ORL","Young","Tall","Medium","64","Low","Medium","Low","Positive","High","Medium","Medium","Solid","Low"
"POR","Young","Medium","Light","38","Low","Low","Low","Average","Low","Medium","Medium","LowEff","High"
"DEN","Prime","Medium","Medium","69","Medium","Low","Low","Average","Low","Medium","Low","Elite","Medium"
"DET","Young","Tall","Light","72","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Low"
"BOS","Young","Medium","Light","31","Low","Low","Low","Negative","Low","Low","High","LowEff","Medium"
"CLE","Veteran","Medium","Medium","58","Medium","Low","Medium","Average","Low","Low","Medium","LowEff","High"
"DET","Prime","Medium","Light","82","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"NJN","Young","Medium","Medium","42","Low","Low","Low","Negative","Medium","Low","Medium","LowEff","High"
"DET","Veteran","Medium","Medium","54","Low","Medium","Low","Negative","High","High","Low","LowEff","Low"
"BOS","Veteran","Tall","Medium","35","Low","Low","Low","Negative","Medium","High","Low","LowEff","Low"
"DEN","Young","Short","Light","80","Low","Low","Medium","Average","Low","Low","Medium","Solid","High"
"SAS","Veteran","Medium","Medium","73","Low","Low","Low","Positive","High","High","Low","LowEff","Low"
"OKC","Young","Medium","Light","82","Medium","Low","High","Average","Medium","Medium","High","Solid","High"
"MEM","Young","Medium","Medium","54","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Medium"
"POR","Prime","Medium","Light","78","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"SAC","Young","Medium","Medium","73","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"MIA","Prime","Medium","Light","70","Low","Low","Low","Positive","Low","Low","Low","Solid","Medium"
"BOS","Prime","Medium","Light","49","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"PHI","Young","Tall","Medium","64","Low","Low","Low","Average","High","High","Medium","Solid","Low"
"MIN","Young","Medium","Medium","46","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"ATL","Prime","Medium","Medium","65","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"LAL","Veteran","Medium","Medium","53","Low","Low","Low","Average","Medium","Medium","Low","Solid","Medium"
"SAS","Veteran","Tall","Medium","66","Low","Low","Low","Positive","Medium","Medium","Low","Elite","Low"
"CHA","Prime","Medium","Medium","54","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Low"
"WAS","Veteran","Medium","Medium","73","Low","Low","Low","Negative","Low","Low","Low","LowEff","Low"
"DEN","Veteran","Tall","Medium","30","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"LAL","Veteran","Medium","Medium","82","Low","Low","Low","Positive","Low","Low","Low","LowEff","Medium"
"MIN","Young","Tall","Medium","73","Medium","Medium","Low","Negative","Medium","Medium","High","LowEff","Medium"
"PHX","Prime","Medium","Medium","57","Low","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"MIA","Veteran","Medium","Light","80","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"MEM","Young","Medium","Light","81","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"IND","Prime","Medium","Medium","61","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"MIA","Veteran","Medium","Medium","41","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"POR","Veteran","Tall","Medium","59","Low","Medium","Low","Average","High","High","Low","LowEff","Medium"
"NOH","Prime","Medium","Light","80","Low","Low","Low","Average","Low","Low","Medium","Solid","Low"
"LAL","Veteran","Tall","Medium","82","Medium","Medium","Low","Positive","Medium","High","Medium","Solid","Medium"
"NYK","Young","Medium","Medium","82","Low","Medium","Low","Average","Low","Medium","Low","Solid","Low"
"MIL","Young","Tall","Medium","60","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"MIA","Prime","Medium","Medium","79","High","Medium","Medium","Positive","Low","Medium","High","Solid","High"
"TOR","Prime","Medium","Light","58","Medium","Low","Low","Negative","Low","Low","High","Solid","Medium"
"MEM","Prime","Medium","Medium","30","Low","Low","Low","Negative","Medium","Medium","Medium","Solid","Low"
"TOR","Prime","Medium","Medium","39","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Low"
"GSW","Prime","Medium","Medium","46","Low","Low","Low","Negative","High","Medium","Low","LowEff","Low"
"PHI","Young","Medium","Light","75","Medium","Low","Low","Average","Low","Low","High","Solid","Medium"
"LAC","Prime","Medium","Light","58","Medium","Low","Medium","Negative","Low","Low","Medium","LowEff","High"
"MIL","Young","Medium","Medium","79","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"POR","Young","Medium","Medium","24","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Low"
"CLE","Young","Medium","Medium","49","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"MIN","Prime","Medium","Light","71","Low","Low","Medium","Negative","Low","Low","Low","Solid","High"
"LAL","Veteran","Medium","Medium","54","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"CHI","Prime","Medium","Medium","82","Medium","Medium","Low","Positive","Low","Medium","Medium","Solid","Medium"
"SAC","Prime","Medium","Light","36","Low","Low","Low","Negative","Low","Low","Low","Solid","Medium"
"CLE","Young","Medium","Light","54","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"SAS","Veteran","Medium","Medium","80","Medium","Low","Medium","Positive","Low","Medium","High","Solid","Medium"
"MEM","Prime","Tall","Medium","81","Low","Medium","Low","Average","Medium","Medium","Low","Solid","Medium"
"PHX","Prime","Tall","Medium","80","Low","Medium","Low","Average","Medium","High","Low","Solid","Low"
"HOU","Veteran","Medium","Medium","74","Medium","Medium","Low","Average","Medium","High","High","Solid","Medium"
"UTA","Young","Tall","Heavy","53","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"GSW","Prime","Medium","Light","80","Medium","Low","Medium","Average","Low","Low","High","Solid","Medium"
"WAS","Prime","Medium","Light","22","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","High"
"BOS","Prime","Medium","Light","68","Low","Low","High","Positive","Low","Low","Medium","LowEff","High"
"CLE","Prime","Medium","Light","81","Medium","Low","Medium","Negative","Low","Medium","Medium","Solid","High"
"LAC","Prime","Medium","Medium","63","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"WAS","Veteran","Tall","Medium","57","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"CHI","Veteran","Medium","Medium","47","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"BOS","Veteran","Medium","Medium","80","Medium","Low","Low","Positive","Low","Low","Medium","Elite","Medium"
"DEN","Prime","Medium","Medium","75","Medium","Low","High","Average","Low","Low","Medium","Solid","High"
"TOR","Veteran","Medium","Medium","30","Low","High","Low","Negative","High","High","Low","LowEff","Low"
"GSW","Young","Medium","Light","80","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"DET","Veteran","Medium","Light","55","Medium","Low","Low","Negative","Low","Low","High","LowEff","Medium"
"SAS","Veteran","Medium","Medium","81","Low","Low","Low","Positive","Low","Medium","Low","Elite","Low"
"PHX","Young","Tall","Medium","67","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"MEM","Prime","Medium","Medium","27","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"DET","Prime","Medium","Medium","70","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"DAL","Young","Medium","Light","28","Low","Low","Low","Average","Low","Medium","High","LowEff","Medium"
"NYK","Prime","Medium","Medium","26","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"CHI","Prime","Medium","Medium","81","Low","Low","Low","Positive","Low","Medium","Low","LowEff","Medium"
"UTA","Prime","Medium","Light","59","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"NYK","Prime","Tall","Medium","64","Low","Low","Low","Average","Medium","Medium","Low","Elite","Medium"
"IND","Young","Tall","Heavy","81","Medium","Medium","Low","Average","Medium","High","Medium","LowEff","Medium"
"OKC","Prime","Medium","Medium","25","Low","Low","Low","Negative","Low","Low","Low","Solid","Low"
"UTA","Veteran","Medium","Medium","68","Low","Low","Low","Negative","Low","Low","Low","Solid","Low"
"NJN","Prime","Medium","Light","36","Low","Low","Low","Positive","Low","Low","Low","LowEff","Low"
"NOH","Young","Medium","Medium","66","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"ORL","Veteran","Medium","Medium","57","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"OKC","Prime","Short","Light","59","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"OKC","Veteran","Tall","Medium","75","Low","Low","Low","Average","High","High","Medium","Solid","Low"
"BOS","Prime","Tall","Medium","71","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"DEN","Prime","Tall","Medium","75","Medium","Medium","Low","Positive","Medium","High","Medium","Elite","Medium"
"OKC","Prime","Tall","Medium","71","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"WAS","Prime","Medium","Medium","64","Medium","Low","Low","Negative","Low","Low","Medium","Solid","Low"
"POR","Young","Medium","Light","80","Medium","Low","Low","Average","Low","Medium","Low","Solid","Low"
"MIN","Prime","Tall","Medium","65","Low","Low","Low","Negative","High","Medium","Medium","Solid","Low"
"MEM","Young","Medium","Medium","71","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"CHI","Young","Tall","Medium","82","Low","Low","Low","Positive","High","High","Low","Solid","Low"
"SAC","Young","Medium","Medium","71","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"HOU","Young","Medium","Medium","52","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"POR","Young","Short","Light","64","Low","Low","Low","Negative","Low","Low","Medium","LowEff","High"
"LAL","Prime","Tall","Medium","82","Medium","Medium","Low","Positive","High","High","Medium","Solid","Medium"
"IND","Young","Medium","Medium","61","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"UTA","Prime","Medium","Medium","76","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
